,Graduado,Calificacion_Promedio,Tareas_Puntuales,Tareas_No_Entregadas,Tareas_Retrasadas,Total_Tareas,Dias_Conectado,Minutos_Promedio,Minutos_Total,clase,Año,Mes,CICLO,Org
1354,No,58.46153846153846,9.0,4.0,0.0,13.0,30.0,58.31333333333335,1749.4000000000005,Fundamentos del Coaching de vida,2019,5,2.625,EDU
1355,Si,95.3846153846154,13.0,0.0,0.0,13.0,34.0,360.23382352941184,12247.95,Fundamentos del Coaching de vida,2019,5,2.625,EDU
1356,No,76.06090909090909,9.0,2.0,0.0,11.0,45.0,373.6922222222222,16816.149999999998,Lenguaje,2019,5,2.625,EDU
1357,No,10.139166666666666,2.0,10.0,0.0,12.0,13.0,171.80538461538464,2233.4700000000007,Mercadotecnia Estratégica,2019,5,2.625,AN
1358,Si,88.46153846153847,13.0,0.0,0.0,13.0,65.0,137.25246153846157,8921.410000000002,Fundamentos del Coaching de vida,2019,5,2.625,EDU
1359,Si,89.62888888888891,9.0,0.0,0.0,9.0,62.0,154.20145161290324,9560.490000000002,Administración de Proyectos,2019,5,2.625,FZ
1360,Si,99.78448275862068,29.0,0.0,0.0,29.0,78.0,141.26987179487176,11019.049999999996,Data Visualization: Llevando Power BI al límite.,2019,5,2.625,TI
1361,Si,90.76923076923076,13.0,0.0,0.0,13.0,31.0,259.3054838709677,8038.469999999998,Fundamentos del Coaching de vida,2019,5,2.625,EDU
1362,Si,78.51888888888891,6.0,1.0,2.0,9.0,27.0,122.94074074074072,3319.3999999999987,Administración de Proyectos,2019,5,2.625,AN
1363,No,93.0,10.0,0.0,0.0,10.0,45.0,256.9771111111111,11563.97,Estrategias de Enseñanza,2019,5,2.625,EDU
1364,Si,83.0,8.0,1.0,1.0,10.0,20.0,185.985,3719.7,Estrategias de Enseñanza,2019,5,2.625,EDU
1365,No,18.222,2.0,12.0,1.0,15.0,9.0,590.9599999999998,5318.6399999999985,Trastornos de la conducta alimentaria (TCA),2019,5,2.625,BSN
1366,No,68.668,3.0,1.0,6.0,10.0,14.0,181.0942857142857,2535.32,Tendencias actuales de entrenamiento juvenil (de 12 a 18 años),2019,5,2.625,EDU
1367,Si,98.1818181818182,11.0,0.0,0.0,11.0,120.0,215.6593333333334,25879.12000000001,Marketing Analytics,2019,5,2.625,TI
1368,Si,83.84615384615384,13.0,0.0,0.0,13.0,11.0,69.22363636363636,761.4599999999998,Fundamentos del Coaching de vida,2019,5,2.625,EDU
1369,Si,92.667,10.0,0.0,0.0,10.0,109.0,218.6340366972476,23831.109999999993,Competencias Didácticas,2019,5,2.625,EDU
1370,Si,85.15181818181819,10.0,0.0,1.0,11.0,56.0,115.42749999999998,6463.939999999999,Planeación de Mercadotecnia Digital,2019,5,2.625,MER
1371,Si,82.22333333333333,9.0,0.0,0.0,9.0,56.0,50.60392857142857,2833.82,Cultura Financiera,2019,6,2.75,FZ
1372,No,63.28545454545454,9.0,2.0,0.0,11.0,22.0,161.8945454545455,3561.680000000001,Mercadotecnia Estratégica,2019,5,2.625,AN
1373,No,67.667,9.0,1.0,0.0,10.0,22.0,317.95590909090913,6995.03,Negocios digitales,2019,5,2.625,FZ
1374,No,96.55172413793105,28.0,1.0,0.0,29.0,30.0,157.63466666666662,4729.039999999999,Data Visualization: Llevando Power BI al límite.,2019,5,2.625,TI
1375,Si,82.7775,11.0,1.0,0.0,12.0,32.0,219.23250000000007,7015.440000000002,Mercadotecnia Estratégica,2019,5,2.625,AN
1376,No,86.08866666666668,15.0,0.0,0.0,15.0,74.0,429.82,31806.68,Trastornos de la conducta alimentaria (TCA),2019,5,2.625,BSN
1377,Si,87.333,9.0,0.0,1.0,10.0,39.0,209.31153846153848,8163.1500000000015,Competencias Didácticas,2019,5,2.625,EDU
1378,No,86.88799999999999,13.0,1.0,1.0,15.0,44.0,112.82113636363633,4964.129999999998,Trastornos de la conducta alimentaria (TCA),2019,5,2.625,BSN
1379,Si,93.6,10.0,0.0,0.0,10.0,66.0,150.005,9900.33,Desarrollo humano,2019,5,2.625,EDU
1380,Si,98.1818181818182,11.0,0.0,0.0,11.0,47.0,267.22319148936174,12559.490000000002,Mercadotecnia Estratégica,2019,5,2.625,AN
1381,Si,88.22200000000001,15.0,0.0,0.0,15.0,47.0,88.65765957446808,4166.91,Trastornos de la conducta alimentaria (TCA),2019,5,2.625,BSN
1382,No,79.6209090909091,11.0,0.0,0.0,11.0,99.0,224.7778787878788,22253.01,Lenguaje,2019,5,2.625,EDU
1383,Si,93.77733333333332,15.0,0.0,0.0,15.0,138.0,300.4255797101451,41458.73000000002,Trastornos de la conducta alimentaria (TCA),2019,5,2.625,BSN
1384,No,8.0,1.0,9.0,0.0,10.0,4.0,543.8425,2175.37,Planeación de la comunicación desde una perspectiva ética corporativa y responsabilidad social,2019,5,2.625,AN
1385,No,0.0,0.0,9.0,0.0,9.0,1.0,61.11,61.11,Administración de Proyectos,2019,5,2.625,AN
1386,Si,98.833,8.0,0.0,2.0,10.0,69.0,274.1528985507247,18916.550000000007,Competencias Didácticas,2019,5,2.625,EDU
1387,Si,86.333,10.0,0.0,0.0,10.0,21.0,555.2890476190477,11661.069999999998,Tendencias actuales de entrenamiento juvenil (de 12 a 18 años),2019,5,2.625,EDU
1388,Si,87.40777777777778,9.0,0.0,0.0,9.0,78.0,127.82782051282055,9970.570000000003,Administración de Proyectos,2019,5,2.625,AN
1389,Si,88.63636363636364,11.0,0.0,0.0,11.0,48.0,141.9075,6811.56,Marketing Analytics,2019,5,2.625,TI
1390,No,10.444666666666668,2.0,13.0,0.0,15.0,3.0,66.58333333333333,199.75,Trastornos de la conducta alimentaria (TCA),2019,5,2.625,BSN
1391,No,70.667,8.0,2.0,0.0,10.0,18.0,520.5966666666667,9370.739999999998,Big data y Business Analyitics,2019,6,2.75,EDU
1392,No,44.222,8.0,7.0,0.0,15.0,22.0,222.03318181818184,4884.730000000001,Trastornos de la conducta alimentaria (TCA),2019,5,2.625,BSN
1393,No,54.66666666666666,10.0,5.0,0.0,15.0,17.0,90.17235294117646,1532.9299999999996,Trastornos de la conducta alimentaria (TCA),2019,5,2.625,BSN
1394,No,31.333000000000002,4.0,6.0,0.0,10.0,16.0,306.22625,4899.62,Negocios digitales,2019,5,2.625,FZ
1395,No,20.0,1.0,4.0,0.0,5.0,3.0,8.583333333333334,25.75,Decisión y Análisis de Inversión,2019,5,2.625,FZ
1396,Si,78.8,9.0,1.0,0.0,10.0,49.0,149.5457142857143,7327.74,Desarrollo humano,2019,5,2.625,BSN
1397,No,76.36363636363636,8.0,1.0,2.0,11.0,49.0,621.6465306122448,30460.679999999997,Lenguaje,2019,5,2.625,EDU
1398,No,85.45454545454545,11.0,0.0,0.0,11.0,32.0,422.444375,13518.22,Marketing Analytics,2019,5,2.625,TI
1399,No,89.26,9.0,0.0,0.0,9.0,28.0,197.02964285714282,5516.83,Asesor de Entornos Virtuales,2019,5,2.625,EDU
1400,Si,93.33333333333331,15.0,0.0,0.0,15.0,56.0,176.6419642857143,9891.95,Trastornos de la conducta alimentaria (TCA),2019,5,2.625,BSN
1401,No,80.03090909090909,11.0,0.0,0.0,11.0,33.0,116.77060606060606,3853.43,Lenguaje,2019,5,2.625,EDU
1402,No,36.667,5.0,5.0,0.0,10.0,20.0,193.455,3869.1,Tendencias actuales de entrenamiento juvenil (de 12 a 18 años),2019,5,2.625,EDU
1403,No,62.67857142857143,10.0,4.0,0.0,14.0,40.0,409.11125,16364.45,El Design Thinking bajo un modelo de experiencias,2019,5,2.625,AN
1404,No,28.181818181818183,4.0,7.0,0.0,11.0,10.0,84.95599999999997,849.56,Lenguaje,2019,5,2.625,EDU
1405,Si,99.0909090909091,11.0,0.0,0.0,11.0,94.0,149.65808510638297,14067.86,Marketing Analytics,2019,5,2.625,TI
1406,Si,74.0,9.0,1.0,0.0,10.0,55.0,184.94836363636364,10172.16,Estrategias de Enseñanza,2019,5,2.625,EDU
1407,No,74.6,9.0,1.0,0.0,10.0,37.0,78.11756756756758,2890.350000000001,Desarrollo humano,2019,5,2.625,EDU
1408,Si,93.63636363636364,11.0,0.0,0.0,11.0,87.0,133.59758620689655,11622.99,Lenguaje,2019,5,2.625,EDU
1409,No,94.42307692307692,12.0,0.0,1.0,13.0,57.0,453.8368421052633,25868.700000000008,Administración y gobernanza educativa en la era digital ,2019,5,2.625,EDU
1410,Si,92.1209090909091,11.0,0.0,0.0,11.0,55.0,102.03618181818186,5611.9900000000025,Lenguaje,2019,5,2.625,EDU
1411,Si,84.16666666666667,12.0,0.0,0.0,12.0,29.0,276.82758620689657,8028.0,Calidad en salud,2019,5,2.625,BSN
1412,No,35.37181818181819,7.0,4.0,0.0,11.0,31.0,128.13516129032257,3972.19,Mercadotecnia Estratégica,2019,5,2.625,AN
1413,No,23.63636363636364,3.0,8.0,0.0,11.0,6.0,161.73666666666668,970.42,Creación y Evaluación de Materiales Didácticos ,2019,6,2.75,EDU
1414,No,90.0,9.0,0.0,0.0,9.0,19.0,177.37736842105264,3370.17,Administración de Proyectos,2019,5,2.625,AN
1415,No,90.0,12.0,1.0,0.0,13.0,68.0,183.504705882353,12478.320000000005,Fundamentos del Coaching de vida,2019,5,2.625,EDU
1416,Si,80.666,10.0,0.0,0.0,10.0,64.0,155.9778125,9982.58,Competencias Didácticas,2019,5,2.625,EDU
1417,No,65.79785714285714,11.0,2.0,1.0,14.0,50.0,69.82299999999998,3491.1499999999987,El Design Thinking bajo un modelo de experiencias,2019,5,2.625,AN
1418,Si,93.0,10.0,0.0,0.0,10.0,25.0,383.54719999999986,9588.679999999997,Identidad y Desarrollo Profesional Docente,2019,6,2.75,EDU
1419,No,0.0,0.0,11.0,0.0,11.0,4.0,247.03,988.12,Creativity Workshop: pensamiento lateral aplicado,2019,6,2.75,AN
1420,No,72.91666666666667,11.0,1.0,0.0,12.0,38.0,206.09947368421052,7831.779999999999,Mercadotecnia Estratégica,2019,5,2.625,AN
1421,Si,96.97,11.0,0.0,0.0,11.0,97.0,116.64134020618557,11314.21,Lenguaje,2019,5,2.625,EDU
1422,Si,84.06285714285714,11.0,0.0,3.0,14.0,42.0,224.30761904761903,9420.92,El Design Thinking bajo un modelo de experiencias,2019,5,2.625,AN
1423,Si,96.51545454545456,11.0,0.0,0.0,11.0,141.0,253.07014184397164,35682.89,Mercadotecnia Estratégica,2019,5,2.625,AN
1424,No,0.0,0.0,11.0,0.0,11.0,4.0,49.91,199.64,Lenguaje,2019,5,2.625,EDU
1425,No,10.0,2.0,8.0,0.0,10.0,6.0,16.80666666666666,100.83999999999996,Negocios digitales,2019,5,2.625,AN
1426,Si,95.9090909090909,11.0,0.0,0.0,11.0,58.0,329.02362068965505,19083.36999999999,Lenguaje,2019,5,2.625,EDU
1427,Si,85.2,10.0,0.0,0.0,10.0,123.0,198.6529268292683,24434.310000000005,Desarrollo humano,2019,5,2.625,EDU
1428,No,80.0,9.0,0.0,2.0,11.0,25.0,251.2112,6280.280000000002,Lenguaje,2019,5,2.625,EDU
1429,Si,91.333,10.0,0.0,0.0,10.0,70.0,235.26785714285717,16468.75,Competencias Didácticas,2019,5,2.625,EDU
1430,No,14.444444444444445,1.0,7.0,1.0,9.0,13.0,114.67769230769228,1490.8099999999995,Administración de Proyectos,2019,5,2.625,AN
1431,Si,91.833,10.0,0.0,0.0,10.0,67.0,167.60373134328364,11229.450000000004,Competencias Didácticas,2019,5,2.625,EDU
1432,No,78.62416666666667,11.0,1.0,0.0,12.0,50.0,159.0604,7953.019999999998,Mercadotecnia Estratégica,2019,5,2.625,AN
1433,Si,95.0,10.0,0.0,0.0,10.0,63.0,269.2861904761905,16965.03,Competencias Didácticas,2019,5,2.625,EDU
1434,Si,96.66666666666669,15.0,0.0,0.0,15.0,159.0,214.63264150943385,34126.58999999998,Trastornos de la conducta alimentaria (TCA),2019,5,2.625,BSN
1435,Si,68.48363636363636,10.0,1.0,0.0,11.0,27.0,207.88,5612.759999999998,Principios: Precios de Transferencia,2019,5,2.625,FZ
1436,Si,89.556,14.0,1.0,0.0,15.0,29.0,332.0051724137931,9628.15,Trastornos de la conducta alimentaria (TCA),2019,5,2.625,BSN
1437,Si,89.45400000000002,5.0,0.0,0.0,5.0,66.0,147.1592424242424,9712.51,Estructura de Remuneración,2019,7,2.875,RH
1438,Si,89.0909090909091,11.0,0.0,0.0,11.0,20.0,209.99599999999998,4199.92,Creación y Evaluación de Materiales Didácticos ,2019,6,2.75,EDU
1439,Si,88.485,12.0,0.0,0.0,12.0,42.0,315.1204761904761,13235.06,Calidad en salud,2019,5,2.625,BSN
1440,Si,82.667,10.0,0.0,0.0,10.0,51.0,423.7964705882352,21613.619999999995,Negocios digitales,2019,5,2.625,AN
1441,No,72.934,4.0,1.0,0.0,5.0,23.0,112.5904347826087,2589.58,Decisión y Análisis de Inversión,2019,5,2.625,FZ
1442,Si,70.66666666666667,13.0,2.0,0.0,15.0,94.0,191.9586170212767,18044.110000000008,Trastornos de la conducta alimentaria (TCA),2019,5,2.625,BSN
1443,Si,96.66666666666669,9.0,0.0,0.0,9.0,49.0,203.84795918367348,9988.55,Cultura Financiera,2019,6,2.75,FZ
1444,No,15.0,2.0,7.0,1.0,10.0,12.0,146.355,1756.26,Tendencias actuales de entrenamiento juvenil (de 12 a 18 años),2019,5,2.625,EDU
1445,No,53.933,8.0,2.0,0.0,10.0,80.0,125.8075,10064.6,Desarrollo humano,2019,5,2.625,EDU
1446,No,78.71181818181819,10.0,1.0,0.0,11.0,25.0,82.9912,2074.78,Lenguaje,2019,5,2.625,EDU
1447,No,30.0,5.0,6.0,0.0,11.0,12.0,335.89166666666665,4030.7,Lenguaje,2019,5,2.625,EDU
1448,No,34.814444444444455,4.0,5.0,0.0,9.0,15.0,219.4213333333333,3291.32,Administración de Proyectos,2019,5,2.625,AN
1449,No,69.02928571428572,11.0,3.0,0.0,14.0,32.0,255.0728125,8162.33,El Design Thinking bajo un modelo de experiencias,2019,5,2.625,AN
1450,Si,91.66666666666669,9.0,0.0,0.0,9.0,44.0,99.91386363636366,4396.210000000001,Gestión de Centros Educativos,2019,5,2.625,EDU
1451,No,21.11111111111111,2.0,7.0,0.0,9.0,12.0,29.03833333333333,348.45999999999987,Gestión de Centros Educativos,2019,5,2.625,EDU
1452,No,0.0,0.0,13.0,0.0,13.0,5.0,108.08200000000001,540.41,Evaluación curricular,2019,5,2.625,EDU
1453,No,22.72727272727273,3.0,8.0,0.0,11.0,6.0,854.0450000000002,5124.27,Lenguaje,2019,5,2.625,EDU
1454,Si,90.60636363636364,11.0,0.0,0.0,11.0,118.0,244.26466101694908,28823.23,Mercadotecnia Estratégica,2019,5,2.625,AN
1455,No,54.666000000000004,7.0,3.0,0.0,10.0,47.0,219.38255319148936,10310.98,Competencias Didácticas,2019,5,2.625,EDU
1456,Si,93.33333333333331,9.0,0.0,0.0,9.0,109.0,93.7188990825688,10215.36,Asesor de Entornos Virtuales,2019,5,2.625,EDU
1457,No,0.0,0.0,10.0,1.0,11.0,3.0,150.48666666666668,451.46,Lenguaje,2019,5,2.625,EDU
1458,Si,96.0,5.0,0.0,0.0,5.0,58.0,239.37413793103448,13883.7,Decisión y Análisis de Inversión,2019,5,2.625,FZ
1459,No,93.1818181818182,11.0,0.0,0.0,11.0,18.0,402.2522222222222,7240.54,Lenguaje,2019,5,2.625,EDU
1460,No,0.0,0.0,10.0,0.0,10.0,2.0,1165.965,2331.93,Coaching,2019,5,2.625,RH
1461,Si,100.0,5.0,0.0,0.0,5.0,54.0,281.0466666666667,15176.520000000002,Planeación Estratégica del Capital Humano,2019,5,2.625,RH
1462,Si,94.54545454545456,11.0,0.0,0.0,11.0,82.0,179.29329268292682,14702.05,Marketing Analytics,2019,5,2.625,TI
1463,Si,89.5242857142857,13.0,0.0,1.0,14.0,146.0,263.5409589041095,38476.97999999999,"Alimentación, crecimiento y desarrollo",2019,6,2.75,BSN
1464,Si,79.39363636363636,10.0,0.0,1.0,11.0,86.0,207.16860465116284,17816.500000000004,Planeación de Mercadotecnia Digital,2019,5,2.625,MER
1465,No,90.45454545454544,11.0,0.0,0.0,11.0,43.0,244.7320930232558,10523.48,Marketing Analytics,2019,5,2.625,TI
1466,No,94.8481818181818,11.0,0.0,0.0,11.0,26.0,325.47384615384624,8462.320000000003,Lenguaje,2019,5,2.625,EDU
1467,No,83.0,10.0,0.0,0.0,10.0,60.0,124.3285,7459.71,Tendencias actuales de entrenamiento juvenil (de 12 a 18 años),2019,5,2.625,EDU
1468,No,71.06090909090909,10.0,1.0,0.0,11.0,75.0,111.84453333333332,8388.339999999998,Lenguaje,2019,5,2.625,EDU
1469,No,76.66666666666667,8.0,1.0,0.0,9.0,73.0,88.48438356164385,6459.3600000000015,Gestión de Centros Educativos,2019,5,2.625,EDU
1470,No,69.07444444444444,9.0,0.0,0.0,9.0,54.0,305.0381481481482,16472.06,Comunicación en Medios Digitales,2019,6,2.75,AN
1471,Si,69.44444444444444,8.0,1.0,0.0,9.0,57.0,14.74719298245614,840.59,Administración de Proyectos,2019,5,2.625,AN
1472,Si,85.5,10.0,0.0,0.0,10.0,118.0,167.88177966101694,19810.05,Coaching,2019,5,2.625,AN
1473,No,63.667,9.0,1.0,0.0,10.0,29.0,332.92137931034483,9654.72,Planeación de la comunicación desde una perspectiva ética corporativa y responsabilidad social,2019,5,2.625,AN
1474,Si,84.69727272727273,11.0,0.0,0.0,11.0,77.0,190.46935064935062,14666.139999999998,Lenguaje,2019,5,2.625,EDU
1475,No,80.334,10.0,0.0,0.0,10.0,37.0,367.2475675675676,13588.160000000002,Identidad y Desarrollo Profesional Docente,2019,6,2.75,EDU
1476,Si,90.0,10.0,0.0,0.0,10.0,182.0,328.250934065934,59741.66999999999,Estrategias de Enseñanza,2019,5,2.625,EDU
1477,No,82.0,10.0,0.0,0.0,10.0,29.0,442.145172413793,12822.209999999995,Negocios digitales,2019,5,2.625,FZ
1478,Si,85.9090909090909,11.0,0.0,0.0,11.0,119.0,328.8036974789915,39127.63999999999,Lenguaje,2019,5,2.625,EDU
1479,Si,66.66666666666667,9.0,2.0,1.0,12.0,53.0,108.54547169811322,5752.909999999999,Calidad en salud,2019,5,2.625,BSN
1480,No,22.66666666666667,4.0,11.0,0.0,15.0,12.0,80.73750000000003,968.85,Trastornos de la conducta alimentaria (TCA),2019,5,2.625,BSN
1481,No,83.18181818181819,11.0,0.0,0.0,11.0,105.0,148.62142857142857,15605.25,Marketing Analytics,2019,5,2.625,TI
1482,Si,78.18181818181819,10.0,1.0,0.0,11.0,68.0,120.9625,8225.45,Lenguaje,2019,5,2.625,EDU
1483,No,86.0609090909091,11.0,0.0,0.0,11.0,11.0,116.32999999999998,1279.63,Creación y Evaluación de Materiales Didácticos ,2019,6,2.75,EDU
1484,No,65.18181818181819,9.0,2.0,0.0,11.0,31.0,105.52999999999994,3271.429999999999,Lenguaje,2019,5,2.625,EDU
1485,Si,80.0,11.0,0.0,0.0,11.0,148.0,258.05986486486483,38192.85999999999,Lenguaje,2019,5,2.625,EDU
1486,Si,92.4,10.0,0.0,0.0,10.0,80.0,218.012125,17440.969999999998,Desarrollo humano,2019,5,2.625,EDU
1487,No,58.5,3.0,2.0,0.0,5.0,7.0,333.5157142857143,2334.61,Decisión y Análisis de Inversión,2019,5,2.625,FZ
1488,No,81.21181818181819,11.0,0.0,0.0,11.0,65.0,176.264,11457.16,Lenguaje,2019,5,2.625,EDU
1489,No,53.667,7.0,3.0,0.0,10.0,19.0,161.37684210526317,3066.1600000000008,Big data y Business Analyitics,2019,6,2.75,TI
1490,No,73.52333333333334,12.0,0.0,0.0,12.0,29.0,568.4006896551723,16483.62,El desarrollo del adolescente,2019,5,2.625,EDU
1491,Si,81.666,10.0,0.0,0.0,10.0,24.0,350.91958333333326,8422.07,Identidad y Desarrollo Profesional Docente,2019,6,2.75,EDU
1492,No,4.666666666666667,1.0,14.0,0.0,15.0,5.0,530.6099999999999,2653.05,Trastornos de la conducta alimentaria (TCA),2019,5,2.625,BSN
1493,No,32.0,4.0,6.0,0.0,10.0,13.0,193.48923076923077,2515.36,Competencias Didácticas,2019,5,2.625,EDU
1494,Si,68.8,10.0,0.0,0.0,10.0,31.0,164.78129032258067,5108.220000000001,Desarrollo humano,2019,5,2.625,BSN
1495,No,87.866,5.0,0.0,0.0,5.0,29.0,263.1972413793104,7632.720000000001,Decisión y Análisis de Inversión,2019,5,2.625,FZ
1496,No,26.363636363636363,4.0,7.0,0.0,11.0,12.0,269.65916666666664,3235.91,Marketing Analytics,2019,5,2.625,TI
1497,Si,99.0,10.0,0.0,0.0,10.0,84.0,277.0589285714286,23272.950000000004,Competencias Didácticas,2019,5,2.625,EDU
1498,Si,95.667,10.0,0.0,0.0,10.0,81.0,228.45641975308644,18504.97,Competencias Didácticas,2019,5,2.625,EDU
1499,No,98.333,10.0,0.0,0.0,10.0,38.0,148.6121052631579,5647.26,Competencias Didácticas,2019,5,2.625,EDU
1500,Si,87.55533333333334,13.0,0.0,2.0,15.0,35.0,391.8448571428571,13714.57,Trastornos de la conducta alimentaria (TCA),2019,5,2.625,BSN
1501,Si,83.02333333333334,15.0,0.0,0.0,15.0,46.0,73.02282608695653,3359.05,Trastornos de la conducta alimentaria (TCA),2019,5,2.625,BSN
1502,No,52.66666666666666,9.0,6.0,0.0,15.0,17.0,228.96941176470585,3892.4799999999987,Trastornos de la conducta alimentaria (TCA),2019,5,2.625,BSN
1503,No,45.384615384615394,7.0,6.0,0.0,13.0,16.0,401.378125,6422.049999999998,Fundamentos del Coaching de vida,2019,5,2.625,EDU
1504,Si,86.8,10.0,0.0,0.0,10.0,140.0,364.3261428571429,51005.66,Desarrollo humano,2019,5,2.625,EDU
1505,Si,89.0909090909091,10.0,1.0,0.0,11.0,61.0,50.744754098360644,3095.4299999999994,Marketing Analytics,2019,5,2.625,TI
1506,Si,88.24111111111111,9.0,0.0,0.0,9.0,115.0,132.22643478260866,15206.039999999995,Gestión de Centros Educativos,2019,5,2.625,EDU
1507,No,0.0,1.0,9.0,0.0,10.0,9.0,452.04666666666674,4068.42,Desarrollo humano,2019,5,2.625,BSN
1508,Si,81.11,9.0,0.0,0.0,9.0,50.0,272.42279999999994,13621.139999999996,Gestión de Centros Educativos,2019,5,2.625,EDU
1509,Si,86.08923076923077,11.0,0.0,2.0,13.0,111.0,239.26612612612598,26558.539999999986,Evaluación curricular,2019,5,2.625,EDU
1510,Si,76.02538461538461,13.0,0.0,0.0,13.0,89.0,157.75505617977532,14040.200000000004,Evaluación curricular,2019,5,2.625,EDU
1511,No,46.2,2.0,2.0,1.0,5.0,22.0,176.7395454545455,3888.27,Decisión y Análisis de Inversión,2019,5,2.625,FZ
1512,Si,89.6,10.0,0.0,0.0,10.0,68.0,186.56882352941182,12686.680000000002,Desarrollo humano,2019,5,2.625,EDU
1513,No,70.0,8.0,1.0,0.0,9.0,38.0,44.64552631578948,1696.5300000000002,Gestión de Centros Educativos,2019,5,2.625,EDU
1514,Si,80.0,10.0,0.0,0.0,10.0,48.0,255.41437500000004,12259.89,Desarrollo humano,2019,5,2.625,EDU
1515,Si,97.27272727272728,11.0,0.0,0.0,11.0,52.0,139.6794230769231,7263.33,Marketing Analytics,2019,5,2.625,MER
1516,Si,66.47461538461539,11.0,1.0,1.0,13.0,114.0,232.24991228070164,26476.48999999999,Evaluación curricular,2019,5,2.625,EDU
1517,Si,99.25888888888888,9.0,0.0,0.0,9.0,76.0,106.2146052631579,8072.31,Gestión de Centros Educativos,2019,5,2.625,EDU
1518,No,84.05333333333333,12.0,0.0,0.0,12.0,49.0,320.4093877551021,15700.06,Calidad en salud,2019,5,2.625,BSN
1519,Si,95.0,10.0,0.0,0.0,10.0,85.0,187.31482352941183,15921.760000000006,Big data y Business Analyitics,2019,6,2.75,TI
1520,Si,83.8,10.0,0.0,0.0,10.0,65.0,146.60476923076925,9529.31,Desarrollo humano,2019,5,2.625,EDU
1521,Si,83.07692307692308,12.0,0.0,1.0,13.0,40.0,554.4680000000001,22178.72,Evaluación curricular,2019,5,2.625,EDU
1522,Si,71.6,10.0,0.0,0.0,10.0,74.0,157.42905405405403,11649.749999999998,Desarrollo humano,2019,5,2.625,EDU
1523,No,78.47642857142857,13.0,1.0,0.0,14.0,33.0,523.1760606060607,17264.809999999998,"Alimentación, crecimiento y desarrollo",2019,6,2.75,BSN
1524,Si,79.999,8.0,0.0,2.0,10.0,57.0,184.8391228070176,10535.830000000002,Tendencias actuales de entrenamiento juvenil (de 12 a 18 años),2019,5,2.625,EDU
1525,Si,90.0,9.0,0.0,0.0,9.0,145.0,237.7284137931035,34470.62,Comunicación en Medios Digitales,2019,6,2.75,MER
1526,No,71.4,9.0,1.0,0.0,10.0,76.0,305.4178947368422,23211.76000000001,Desarrollo humano,2019,5,2.625,EDU
1527,Si,81.96700000000001,10.0,0.0,0.0,10.0,74.0,98.92,7320.08,Desarrollo humano,2019,5,2.625,EDU
1528,No,69.69727272727273,10.0,1.0,0.0,11.0,57.0,148.47280701754391,8462.950000000003,Fundamentos de entendimiento de mercado,2019,5,2.625,FZ
1529,Si,84.87153846153846,12.0,1.0,0.0,13.0,75.0,73.64040000000001,5523.030000000002,Fundamentos de la Programación Neurolinguistica,2019,6,2.75,EDU
1530,Si,59.52357142857144,12.0,2.0,0.0,14.0,43.0,204.50465116279068,8793.7,"Alimentación, crecimiento y desarrollo",2019,6,2.75,BSN
1531,No,51.905,8.0,5.0,1.0,14.0,24.0,636.7687500000002,15282.45,Epidemiología de los TCA y la obesidad. Cultura y alimentación,2019,6,2.75,BSN
1532,Si,75.399,10.0,0.0,0.0,10.0,71.0,277.3705633802816,19693.309999999994,Estrategias de intervención para procesos psicológicos,2019,6,2.75,EDU
1533,Si,90.0,10.0,0.0,0.0,10.0,91.0,155.54164835164838,14154.29,Big data y Business Analyitics,2019,6,2.75,TI
1534,No,21.282307692307693,4.0,9.0,0.0,13.0,23.0,433.7034782608696,9975.18,ISR Personas Morales,2019,6,2.75,FZ
1535,Si,91.0,10.0,0.0,0.0,10.0,38.0,121.90605263157892,4632.4299999999985,Big data y Business Analyitics,2019,6,2.75,MER
1536,No,98.333,10.0,0.0,0.0,10.0,81.0,204.80320987654324,16589.06,Evaluación del Aprendizaje,2019,6,2.75,EDU
1537,Si,84.04785714285714,13.0,1.0,0.0,14.0,24.0,142.17208333333338,3412.13,"Alimentación, crecimiento y desarrollo",2019,6,2.75,BSN
1538,Si,84.81444444444446,9.0,0.0,0.0,9.0,53.0,111.0401886792453,5885.130000000001,Contabilidad Financiera y Presupuestos,2019,6,2.75,AN
1539,No,17.036666666666665,3.0,6.0,0.0,9.0,8.0,299.19625,2393.57,Contabilidad Financiera y Presupuestos,2019,6,2.75,EDU
1540,No,0.0,0.0,5.0,0.0,5.0,27.0,90.5722222222222,2445.45,Gestión del Cambio,2019,6,2.75,RH
1541,Si,84.66714285714286,14.0,0.0,0.0,14.0,96.0,227.12041666666667,21803.56,"Alimentación, crecimiento y desarrollo",2019,6,2.75,BSN
1542,Si,76.29555555555554,9.0,0.0,0.0,9.0,86.0,165.72860465116278,14252.66,Análisis Económico y Modelos de Decisión,2019,6,2.75,AN
1543,Si,96.57142857142857,14.0,0.0,0.0,14.0,65.0,224.4676923076923,14590.4,"Alimentación, crecimiento y desarrollo",2019,6,2.75,BSN
1544,Si,88.48454545454545,11.0,0.0,0.0,11.0,95.0,192.30505263157886,18268.979999999992,Análisis Económico y Modelos de Decisión,2019,6,2.75,AN
1545,No,6.666666666666668,1.0,8.0,0.0,9.0,3.0,13.226666666666668,39.68000000000001,Contabilidad Financiera y Presupuestos,2019,6,2.75,BSN
